,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,due_in_date,invoice_currency,total_open_amount,baseline_create_date,cust_payment_terms,isOpen,U001,U002,U005,U007,U013,cust_PT_mean_delay,NC_mean_delay,CN_mean_delay,BC_mean_Delay,Delay,Aging Bucket,predicted_payment _date
28890,U001,0200712187,SPAR corp,,2020.0,1930600161.0,2020-03-04,2020-03-04,2020-03-19,USD,54228.72,2020-03-04,NAA8,1,1,0,0,0,0,1.2996695966585625,-0.75,-1.3275862068965518,0.5515259611573523,0,0-15 Days Delay,2020-03-19
28891,U001,0200726979,BJ'S  in,,2020.0,1930685954.0,2020-03-23,2020-03-22,2020-04-07,USD,1263.78,2020-03-23,NAA8,1,1,0,0,0,0,1.2996695966585625,0.728,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-04-07
28893,U001,CCCA02,KRAFT  trust,,2020.0,1930645757.0,2020-03-13,2020-03-12,2020-04-17,USD,13948.2,2020-03-13,NAG2,1,1,0,0,0,0,7.32157394843962,10.660377358490566,7.659142212189616,0.5515259611573523,1,0-15 Days Delay,2020-04-18
28895,U001,0200769623,WAL-MAR ,,2020.0,1930750671.0,2020-04-04,2020-04-06,2020-04-19,USD,5696.0,2020-04-04,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.1995221027479093,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-18
28898,U001,0200020431,DEC corp,,2020.0,1930861642.0,2020-05-06,2020-05-06,2020-05-24,USD,1441.11,2020-05-01,NAM4,1,1,0,0,0,0,-7.338850174216028,-4.433734939759036,-4.59349593495935,0.5515259611573523,-13,0-15 Days Delay,2020-05-11
28900,U001,0200769623,WAL-MAR foundation,,2020.0,1930759360.0,2020-04-08,2020-04-07,2020-04-23,USD,9883.83,2020-04-08,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-04-19
28915,U001,0200778355,US  systems,,2020.0,1930819319.0,2020-04-23,2020-04-23,2020-05-08,USD,2719.77,2020-04-23,NAA8,1,1,0,0,0,0,1.2996695966585625,2.391304347826087,1.7826086956521738,0.5515259611573523,1,0-15 Days Delay,2020-05-09
28916,U001,0200936373,SUPE corporation,,2020.0,1930682082.0,2020-03-23,2020-03-21,2020-04-07,USD,105824.98,2020-03-23,NAA8,1,1,0,0,0,0,1.2996695966585625,2.05,1.4074074074074074,0.5515259611573523,1,0-15 Days Delay,2020-04-08
28918,U001,0200744019,TARG ,,2020.0,1930662911.0,2020-03-18,2020-03-17,2020-04-02,USD,97658.4,2020-03-18,NAA8,1,1,0,0,0,0,1.2996695966585625,2.0606060606060606,1.9760403530895334,0.5515259611573523,1,0-15 Days Delay,2020-04-03
28932,U001,0200739534,OK ,,2020.0,1930690244.0,2020-03-25,2020-03-24,2020-04-09,USD,178608.88,2020-03-25,NAA8,1,1,0,0,0,0,1.2996695966585625,0.84,0.2254335260115607,0.5515259611573523,0,0-15 Days Delay,2020-04-09
28936,U001,0200230690,DECA co,,2020.0,1930599367.0,2020-03-04,2020-03-04,2020-03-24,USD,430.32,2020-03-01,NAM4,1,1,0,0,0,0,-7.338850174216028,-4.51948051948052,-4.625806451612903,0.5515259611573523,-14,0-15 Days Delay,2020-03-10
28954,CA02,0140104249,SOB in,,2020.0,2960626880.0,2020-04-12,2020-04-12,2020-05-01,CAD,57376.91,2020-04-21,CA10,1,0,0,0,0,0,6.353344208809135,4.875,5.696969696969697,6.940966010733453,6,0-15 Days Delay,2020-05-07
28957,U001,0200794332,COST corp,,2020.0,1930611062.0,2020-03-06,2020-03-06,2020-03-21,USD,45917.12,2020-03-06,NAAX,1,1,0,0,0,0,0.044468546637744036,-1.5057471264367817,-0.3619271445358402,0.5515259611573523,0,0-15 Days Delay,2020-03-21
28968,U001,0200705742,DOT co,,2020.0,1930643179.0,2020-03-13,2020-03-12,2020-04-16,USD,353.7,2020-03-13,NAAW,1,1,0,0,0,0,-15.267080745341614,-7.175438596491228,-6.768987341772152,0.5515259611573523,-22,0-15 Days Delay,2020-03-25
28976,CA02,0140106408,WAL-M ,,2020.0,2960625137.0,2020-03-30,2020-03-30,2020-04-09,CAD,9697.41,2020-03-30,CA10,1,0,0,0,0,0,6.353344208809135,9.205882352941176,9.632754342431761,6.940966010733453,6,0-15 Days Delay,2020-04-15
28978,U001,0200769623,WAL-MAR llc,,2020.0,1930764036.0,2020-04-10,2020-04-08,2020-04-25,USD,55837.0,2020-04-10,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.161290322580645,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-24
28981,U001,0200772670,ASSOCIAT co,,2020.0,1930857647.0,2020-05-04,2020-05-05,2020-05-19,USD,93169.48,2020-05-04,NAU5,1,1,0,0,0,0,1.8945945945945946,1.838235294117647,1.9311294765840221,0.5515259611573523,1,0-15 Days Delay,2020-05-20
28986,U001,0200794332,COST corporation,,2020.0,1930833933.0,2020-05-02,2020-04-28,2020-05-22,USD,11225.42,2020-05-02,NA84,1,1,0,0,0,0,-4.416666666666667,-0.2625,-0.3619271445358402,0.5515259611573523,1,0-15 Days Delay,2020-05-23
28991,U001,0200707822,PUBLI associates,,2020.0,1930737045.0,2020-04-05,2020-04-03,2020-04-20,USD,96883.84,2020-04-05,NAA8,1,1,0,0,0,0,1.2996695966585625,0.8225806451612904,0.9634146341463414,0.5515259611573523,0,0-15 Days Delay,2020-04-20
29002,U001,0200779906,BOZZU systems,,2020.0,1930645599.0,2020-03-13,2020-03-12,2020-03-28,USD,68140.21,2020-03-13,NAA8,1,1,0,0,0,0,1.2996695966585625,1.4,1.1578947368421053,0.5515259611573523,0,0-15 Days Delay,2020-03-28
29004,U001,0200706844,WINC in,,2020.0,1930834281.0,2020-05-01,2020-04-29,2020-05-16,USD,23974.69,2020-05-01,NAA8,1,1,0,0,0,0,1.2996695966585625,0.7037037037037037,0.24573378839590443,0.5515259611573523,0,0-15 Days Delay,2020-05-16
29015,U001,0200152991,JET in,,2020.0,1930784336.0,2020-04-18,2020-04-14,2020-05-03,USD,3830.11,2020-04-18,NAA8,1,1,0,0,0,0,1.2996695966585625,3.875,1.1293103448275863,0.5515259611573523,0,0-15 Days Delay,2020-05-03
29017,U001,0200418007,AM in,,2020.0,1930671191.0,2020-03-20,2020-03-19,2020-05-24,USD,3974.76,2020-03-20,NAGD,1,1,0,0,0,0,-14.297979797979798,-2.760869565217391,-1.943069306930693,0.5515259611573523,-5,0-15 Days Delay,2020-05-19
29024,U001,0200704858,WAKE ,,2020.0,1930739179.0,2020-04-03,2020-04-03,2020-04-18,USD,8977.87,2020-04-03,NAA8,1,1,0,0,0,0,1.2996695966585625,-3.5483870967741935,-3.159090909090909,0.5515259611573523,-7,0-15 Days Delay,2020-04-11
29030,CA02,140104440,SO llc,,2020.0,2960619538.0,2020-03-13,2020-03-13,2020-03-28,CAD,6140.36,2020-03-18,CA10,1,0,0,0,0,0,6.353344208809135,5.851851851851852,4.769230769230769,6.940966010733453,5,0-15 Days Delay,2020-04-02
29038,U001,0200769623,WAL-MAR co,,2020.0,1930854461.0,2020-05-04,2020-05-03,2020-05-19,USD,35011.74,2020-05-04,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.2184154175588864,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-05-18
29039,U001,0200705742,DOT corp,,2020.0,1930837795.0,2020-04-29,2020-04-29,2020-05-14,USD,29785.65,2020-04-29,NAA8,1,1,0,0,0,0,1.2996695966585625,-6.655737704918033,-6.768987341772152,0.5515259611573523,-21,0-15 Days Delay,2020-04-23
29043,U001,0200434439,BAUGH SU corp,,2020.0,1930600880.0,2020-03-04,2020-03-04,2020-03-19,USD,57849.28,2020-03-04,NAA8,1,1,0,0,0,0,1.2996695966585625,1.625,2.8043478260869565,0.5515259611573523,0,0-15 Days Delay,2020-03-19
29047,CA02,0140104249,SOB systems,,2020.0,2960623843.0,2020-03-25,2020-03-25,2020-04-12,CAD,102443.19,2020-04-02,CA10,1,0,0,0,0,0,6.353344208809135,6.142857142857143,5.696969696969697,6.940966010733453,6,0-15 Days Delay,2020-04-18
29050,U001,0200769623,WAL-MAR ,,2020.0,1930714275.0,2020-03-28,2020-03-28,2020-04-12,USD,8949.7,2020-03-28,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.1995221027479093,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-11
29064,U001,0200769623,WAL-MAR corporation,,2020.0,1930665476.0,2020-03-18,2020-03-18,2020-04-02,USD,3270.04,2020-03-18,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.0912280701754384,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-01
29066,U001,0200726979,BJ'S  in,,2020.0,1930684348.0,2020-03-22,2020-03-21,2020-04-06,USD,35.73,2020-03-22,NAA8,1,1,0,0,0,0,1.2996695966585625,0.728,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-04-06
29074,U001,0200769623,WAL-MAR associates,,2020.0,1930604876.0,2020-03-07,2020-03-05,2020-03-22,USD,14806.48,2020-03-07,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.21340782122905,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-03-21
29084,U001,0200759878,SA us,,2020.0,1930751553.0,2020-04-08,2020-04-05,2020-04-23,USD,15005.29,2020-04-08,NAH4,1,1,0,0,0,0,-1.8744432862693072,0.2230769230769231,1.056710775047259,0.5515259611573523,1,0-15 Days Delay,2020-04-24
29086,U001,200792293,UNIFIE us,,2020.0,1930674217.0,2020-03-20,2020-03-19,2020-04-04,USD,91726.27,2020-03-20,NAA8,1,1,0,0,0,0,1.2996695966585625,6.4,1.2,0.5515259611573523,0,0-15 Days Delay,2020-04-04
29087,U001,0200769623,WAL-MAR associates,,2020.0,1930883703.0,2020-05-09,2020-05-09,2020-05-24,USD,2710.55,2020-05-09,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.21340782122905,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-05-23
29095,U001,0200769623,WAL-MAR trust,,2020.0,1930609502.0,2020-03-05,2020-03-05,2020-03-20,USD,943.12,2020-03-05,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.336056009334889,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-03-16
29096,U001,200769623,WAL-MAR trust,,2020.0,1930883497.0,2020-05-10,2020-05-09,2020-05-25,USD,17410.53,2020-05-10,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.336056009334889,-2.6215334420880914,0.5515259611573523,-4,0-15 Days Delay,2020-05-21
29101,U001,0200769623,WAL-MAR co,,2020.0,1930674841.0,2020-03-19,2020-03-20,2020-04-03,USD,46326.36,2020-03-19,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.2184154175588864,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-02
29106,U001,0200750051,ALBER corporation,,2020.0,1930782437.0,2020-04-15,2020-04-14,2020-04-30,USD,84691.52,2020-04-15,NAA8,1,1,0,0,0,0,1.2996695966585625,0.5,0.5232558139534884,0.5515259611573523,0,0-15 Days Delay,2020-04-30
29110,U001,0200148860,DOLLA in,,2020.0,1930822575.0,2020-04-26,2020-04-24,2020-05-11,USD,13733.04,2020-04-26,NAA8,1,1,0,0,0,0,1.2996695966585625,0.44,-4.136531365313653,0.5515259611573523,0,0-15 Days Delay,2020-05-11
29117,U001,CCU013,KRAFT F ,,2020.0,1930676901.0,2020-03-24,2020-03-20,2020-03-24,USD,2179.53,2020-03-24,NAX2,1,1,0,0,0,0,44.69879518072289,40.94871794871795,44.017391304347825,0.5515259611573523,74,Delay greater than 60 days,2020-06-06
29118,CA02,0140104440,SO foundation,,2020.0,2960633707.0,2020-05-06,2020-05-06,2020-05-16,CAD,696.96,2020-05-06,CA10,1,0,0,0,0,0,6.353344208809135,4.8125,6.260273972602739,6.940966010733453,6,0-15 Days Delay,2020-05-22
29121,CA02,0140104409,LOB ,,2020.0,2960625840.0,2020-04-03,2020-04-03,2020-04-23,CAD,111672.46,2020-04-13,CA10,1,0,0,0,0,0,6.353344208809135,1.3414634146341464,1.6400966183574879,6.940966010733453,5,0-15 Days Delay,2020-04-28
29135,U001,0200769623,WAL-MAR systems,,2020.0,1930643277.0,2020-03-18,2020-03-12,2020-04-02,USD,2254.48,2020-03-18,NAH4,1,1,0,0,0,0,-1.8744432862693072,-1.9841849148418491,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-01
29137,U001,0200726979,BJ'S  systems,,2020.0,1930857231.0,2020-05-06,2020-05-04,2020-05-21,USD,9222.81,2020-05-06,NAA8,1,1,0,0,0,0,1.2996695966585625,1.2291666666666667,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-05-21
29145,U001,0200744019,TARG in,,2020.0,1930819193.0,2020-04-23,2020-04-23,2020-05-08,USD,1055.46,2020-04-23,NAA8,1,1,0,0,0,0,1.2996695966585625,3.0641025641025643,1.9760403530895334,0.5515259611573523,1,0-15 Days Delay,2020-05-09
29158,CA02,0140104440,SO llc,,2020.0,2960626847.0,2020-04-09,2020-04-09,2020-04-24,CAD,42624.75,2020-04-14,CA10,1,0,0,0,0,0,6.353344208809135,5.851851851851852,6.260273972602739,6.940966010733453,6,0-15 Days Delay,2020-04-30
29169,U001,200769623,WAL-MAR foundation,,2020.0,1930883868.0,2020-05-10,2020-05-09,2020-05-25,USD,12557.37,2020-05-10,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.6215334420880914,0.5515259611573523,-4,0-15 Days Delay,2020-05-21
29170,U001,0200707822,PUBLI in,,2020.0,1930710646.0,2020-03-29,2020-03-28,2020-04-13,USD,150580.79,2020-03-29,NAA8,1,1,0,0,0,0,1.2996695966585625,0.425531914893617,0.9634146341463414,0.5515259611573523,0,0-15 Days Delay,2020-04-13
29175,CA02,0140104409,LOB llc,,2020.0,2960622569.0,2020-03-23,2020-03-23,2020-04-02,CAD,149323.59,2020-03-23,CA10,1,0,0,0,0,0,6.353344208809135,0.4146341463414634,1.6400966183574879,6.940966010733453,4,0-15 Days Delay,2020-04-06
29177,U001,0200769623,WAL-MAR llc,,2020.0,1930635459.0,2020-03-12,2020-03-11,2020-03-27,USD,6122.4,2020-03-12,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.161290322580645,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-03-26
29184,U001,0200726979,BJ'S  ,,2020.0,1930792954.0,2020-04-16,2020-04-15,2020-05-01,USD,132.72,2020-04-16,NAA8,1,1,0,0,0,0,1.2996695966585625,0.896969696969697,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-05-01
29185,U001,0200769623,WAL-MAR corporation,,2020.0,1930794156.0,2020-04-17,2020-04-16,2020-05-02,USD,2965.15,2020-04-17,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.0912280701754384,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-05-01
29189,U001,0200777735,NASH  ,,2020.0,1930692590.0,2020-03-24,2020-03-24,2020-05-28,USD,21243.74,2020-03-24,NAGD,1,1,0,0,0,0,-14.297979797979798,-1.5714285714285714,-2.7007874015748032,0.5515259611573523,0,0-15 Days Delay,2020-05-28
29192,U001,0100049207,JET foundation,,2020.0,1930611372.0,2020-03-12,2020-03-06,2020-03-27,USD,28340.06,2020-03-12,NAA8,1,1,0,0,0,0,1.2996695966585625,-0.18181818181818182,17.0,0.5515259611573523,4,0-15 Days Delay,2020-03-31
29203,U001,0200769623,WAL-MAR systems,,2020.0,1930683729.0,2020-03-21,2020-03-21,2020-04-05,USD,14720.59,2020-03-21,NAH4,1,1,0,0,0,0,-1.8744432862693072,-1.9841849148418491,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-04
29207,U001,0200455322,PEA us,,2020.0,1930705780.0,2020-03-26,2020-03-26,2020-04-25,USD,47638.74,2020-03-26,NAD5,1,1,0,0,0,0,8.583617747440274,8.555555555555555,12.093333333333334,0.5515259611573523,2,0-15 Days Delay,2020-04-27
29208,CA02,0140104440,SO systems,,2020.0,2960621366.0,2020-03-17,2020-03-17,2020-03-28,CAD,150355.9,2020-03-18,CA10,1,0,0,0,0,0,6.353344208809135,5.24,6.260273972602739,6.940966010733453,6,0-15 Days Delay,2020-04-03
29211,U001,0200769623,WAL-MAR co,,2020.0,1930715199.0,2020-03-30,2020-03-28,2020-04-14,USD,43598.92,2020-03-30,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.2184154175588864,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-13
29214,U001,0200707741,SMART &  associates,,2020.0,1930740109.0,2020-04-02,2020-04-03,2020-06-06,USD,9219.06,2020-04-02,NAGD,1,1,0,0,0,0,-14.297979797979798,3.6666666666666665,-1.425531914893617,0.5515259611573523,0,0-15 Days Delay,2020-06-06
29215,U001,0200936373,SUPE systems,,2020.0,1930645128.0,2020-03-12,2020-03-12,2020-03-27,USD,4484.26,2020-03-12,NAA8,1,1,0,0,0,0,1.2996695966585625,1.403225806451613,1.4074074074074074,0.5515259611573523,1,0-15 Days Delay,2020-03-28
29228,U001,0200769623,WAL-MAR foundation,,2020.0,1930827591.0,2020-04-25,2020-04-25,2020-05-10,USD,21400.81,2020-04-25,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-05-06
29241,U001,200707005,KING S corporation,,2020.0,1930716694.0,2020-03-31,2020-03-28,2020-04-15,USD,30259.04,2020-03-31,NAA8,1,1,0,0,0,0,1.2996695966585625,0.7777777777777778,0.6666666666666666,0.5515259611573523,0,0-15 Days Delay,2020-04-15
29243,U001,0200794332,COST co,,2020.0,1930643341.0,2020-03-13,2020-03-12,2020-05-17,USD,15483.13,2020-03-13,NAGD,1,1,0,0,0,0,-14.297979797979798,-0.24175824175824176,-0.3619271445358402,0.5515259611573523,1,0-15 Days Delay,2020-05-18
29253,U001,0200759878,SA llc,,2020.0,1930814445.0,2020-04-23,2020-04-22,2020-05-08,USD,72309.1,2020-04-23,NAH4,1,1,0,0,0,0,-1.8744432862693072,0.2265625,1.056710775047259,0.5515259611573523,1,0-15 Days Delay,2020-05-09
29254,U001,0200794332,COST ,,2020.0,1930726319.0,2020-03-31,2020-03-31,2020-04-15,USD,3740.47,2020-03-31,NAAX,1,1,0,0,0,0,0.044468546637744036,-0.524390243902439,-0.3619271445358402,0.5515259611573523,1,0-15 Days Delay,2020-04-16
29271,U001,0200720238,WOODM foundation,,2020.0,1930570665.0,2020-02-27,2020-02-26,2020-03-13,USD,26007.26,2020-02-27,NAA8,1,1,0,0,0,0,1.2996695966585625,-3.0,0.07692307692307693,0.5515259611573523,-1,0-15 Days Delay,2020-03-12
29273,U001,0200315290,KWI us,,2020.0,1930711438.0,2020-03-29,2020-03-30,2020-04-13,USD,36967.49,2020-03-29,NAA8,1,1,0,0,0,0,1.2996695966585625,5.5,0.6153846153846154,0.5515259611573523,0,0-15 Days Delay,2020-04-13
29285,U001,0200776463,KROGE us,,2020.0,1930859736.0,2020-05-05,2020-05-05,2020-05-20,USD,132161.04,2020-05-05,NAA8,1,1,0,0,0,0,1.2996695966585625,3.0,1.5147058823529411,0.5515259611573523,1,0-15 Days Delay,2020-05-21
29286,U001,200776463,KROGE trust,,2020.0,1930674565.0,2020-03-19,2020-03-20,2020-04-03,USD,64976.46,2020-03-19,NAA8,1,1,0,0,0,0,1.2996695966585625,3.388888888888889,0.45454545454545453,0.5515259611573523,0,0-15 Days Delay,2020-04-03
29289,U001,0200769623,WAL-MAR systems,,2020.0,1930623698.0,2020-03-10,2020-03-09,2020-03-25,USD,5236.01,2020-03-10,NAH4,1,1,0,0,0,0,-1.8744432862693072,-1.9841849148418491,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-03-24
29291,U001,0200744019,TARG foundation,,2020.0,1930593176.0,2020-03-03,2020-03-03,2020-03-18,USD,17215.45,2020-03-03,NAA8,1,1,0,0,0,0,1.2996695966585625,1.8666666666666667,1.9760403530895334,0.5515259611573523,1,0-15 Days Delay,2020-03-19
29292,U001,200769623,WAL-MAR in,,2020.0,1930882888.0,2020-05-09,2020-05-09,2020-05-24,USD,1986.95,2020-05-09,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.248820754716981,-2.6215334420880914,0.5515259611573523,-4,0-15 Days Delay,2020-05-20
29297,U001,0200726979,BJ'S  corp,,2020.0,1930587861.0,2020-03-01,2020-03-02,2020-03-16,USD,64.86,2020-03-01,NAA8,1,1,0,0,0,0,1.2996695966585625,0.9774436090225563,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-03-16
29305,U013,0100011958,IND in,,2020.0,1991839679.0,2020-03-06,2020-03-04,2020-04-20,USD,3182.82,2020-03-06,NAVF,1,0,0,0,0,1,19.95145631067961,-20.0,3.888888888888889,9.326876513317192,42,31-45 Days Delay,2020-06-01
29306,U001,0200769623,WAL-MAR corporation,,2020.0,1930683645.0,2020-03-23,2020-03-21,2020-04-07,USD,58904.97,2020-03-23,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.0912280701754384,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-06
29311,U001,0200769623,WAL-MAR corporation,,2020.0,1930604850.0,2020-03-04,2020-03-05,2020-03-19,USD,1898.9,2020-03-04,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.0912280701754384,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-03-18
29339,U001,0200769623,WAL-MAR llc,,2020.0,1930725029.0,2020-04-03,2020-03-31,2020-04-18,USD,16354.33,2020-04-03,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.161290322580645,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-17
29340,U001,0200707822,PUBLI associates,,2020.0,1930593735.0,2020-03-06,2020-03-03,2020-03-21,USD,151716.23,2020-03-06,NAA8,1,1,0,0,0,0,1.2996695966585625,0.8225806451612904,0.9634146341463414,0.5515259611573523,0,0-15 Days Delay,2020-03-21
29341,U001,0200229974,DARDEN D corporation,,2020.0,1930720109.0,2020-03-30,2020-03-30,2020-04-14,USD,18591.15,2020-03-30,NAA8,1,1,0,0,0,0,1.2996695966585625,-4.0,2.3,0.5515259611573523,0,0-15 Days Delay,2020-04-14
29352,U001,0200762301,C&S WH trust,,2020.0,1930774503.0,2020-04-11,2020-04-10,2020-04-26,USD,3191.97,2020-04-11,NAC6,1,1,0,0,0,0,0.8525096525096525,-0.15306122448979592,-0.24568965517241378,0.5515259611573523,0,0-15 Days Delay,2020-04-26
29353,U001,0200466603,SMITH'S trust,,2020.0,1930666045.0,2020-03-18,2020-03-18,2020-04-02,USD,170029.47,2020-03-18,NAA8,1,1,0,0,0,0,1.2996695966585625,0.5,0.5247524752475248,0.5515259611573523,0,0-15 Days Delay,2020-04-02
29354,U001,0200744019,TARG ,,2020.0,1930732816.0,2020-04-03,2020-04-02,2020-04-18,USD,13640.16,2020-04-03,NAA8,1,1,0,0,0,0,1.2996695966585625,2.0606060606060606,1.9760403530895334,0.5515259611573523,1,0-15 Days Delay,2020-04-19
29365,U001,0200769623,WAL-MAR systems,,2020.0,1930683471.0,2020-03-21,2020-03-21,2020-04-05,USD,7934.04,2020-03-21,NAH4,1,1,0,0,0,0,-1.8744432862693072,-1.9841849148418491,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-04
29366,U001,0200712187,SPAR in,,2020.0,1930669296.0,2020-03-18,2020-03-18,2020-04-02,USD,106186.73,2020-03-18,NAA8,1,1,0,0,0,0,1.2996695966585625,-7.375,-1.3275862068965518,0.5515259611573523,-9,0-15 Days Delay,2020-03-24
29367,U001,0200020431,DEC systems,,2020.0,1930602981.0,2020-03-05,2020-03-05,2020-03-24,USD,428.86,2020-03-01,NAM4,1,1,0,0,0,0,-7.338850174216028,-4.366666666666666,-4.59349593495935,0.5515259611573523,-13,0-15 Days Delay,2020-03-11
29369,U001,200762950,HAR associates,,2020.0,1930664083.0,2020-03-19,2020-03-17,2020-04-03,USD,9473.97,2020-03-19,NAA8,1,1,0,0,0,0,1.2996695966585625,1.0,-1.3333333333333333,0.5515259611573523,1,0-15 Days Delay,2020-04-04
29371,U001,0200331749,SYSC associates,,2020.0,1930603785.0,2020-03-09,2020-03-05,2020-03-24,USD,10799.07,2020-03-09,NAA8,1,1,0,0,0,0,1.2996695966585625,9.763157894736842,1.6571428571428573,0.5515259611573523,0,0-15 Days Delay,2020-03-24
29372,U001,0200794332,COST systems,,2020.0,1930678591.0,2020-03-20,2020-03-20,2020-04-04,USD,32775.35,2020-03-20,NAAX,1,1,0,0,0,0,0.044468546637744036,-0.735632183908046,-0.3619271445358402,0.5515259611573523,1,0-15 Days Delay,2020-04-05
29379,U001,0200847305,CUSTOM trust,,2020.0,1930847516.0,2020-05-04,2020-05-04,2020-05-14,USD,56749.9,2020-05-04,NA10,1,1,0,0,0,0,4.203966005665722,4.0,4.75,0.5515259611573523,1,0-15 Days Delay,2020-05-15
29384,U001,0200769623,WAL-MAR llc,,2020.0,1930796193.0,2020-04-18,2020-04-17,2020-05-03,USD,47063.72,2020-04-18,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.161290322580645,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-05-02
29387,U001,CCU013,KRAFT F corporation,,2020.0,1930582811.0,2020-03-03,2020-03-02,2020-03-03,USD,490.8,2020-03-03,NAX2,1,1,0,0,0,0,44.69879518072289,41.609756097560975,44.017391304347825,0.5515259611573523,74,Delay greater than 60 days,2020-05-16
29393,U001,0200416837,DEC associates,,2020.0,1930618084.0,2020-03-07,2020-03-07,2020-03-24,USD,971.54,2020-03-01,NAM4,1,1,0,0,0,0,-7.338850174216028,-4.340425531914893,-4.484057971014493,0.5515259611573523,-11,0-15 Days Delay,2020-03-13
29395,U001,0200820380,SMITH'S in,,2020.0,1930581232.0,2020-03-01,2020-02-29,2020-03-16,USD,66952.56,2020-03-01,NAA8,1,1,0,0,0,0,1.2996695966585625,0.5333333333333333,0.4925373134328358,0.5515259611573523,0,0-15 Days Delay,2020-03-16
29421,U001,0200148860,DOLLA systems,,2020.0,1930801074.0,2020-04-20,2020-04-19,2020-05-05,USD,72524.09,2020-04-20,NAA8,1,1,0,0,0,0,1.2996695966585625,-4.655172413793103,-4.136531365313653,0.5515259611573523,-13,0-15 Days Delay,2020-04-22
29422,U001,0200729942,SA trust,,2020.0,1930758221.0,2020-04-06,2020-04-07,2020-04-21,USD,6994.4,2020-04-06,NAA8,1,1,0,0,0,0,1.2996695966585625,0.5923076923076923,-0.8780487804878049,0.5515259611573523,0,0-15 Days Delay,2020-04-21
29423,U001,200780825,SYSCO FO trust,,2020.0,1930638101.0,2020-03-11,2020-03-11,2020-03-26,USD,13970.57,2020-03-11,NAA8,1,1,0,0,0,0,1.2996695966585625,1.25,0.7777777777777778,0.5515259611573523,0,0-15 Days Delay,2020-03-26
29435,U001,0200769623,WAL-MAR corporation,,2020.0,1930765506.0,2020-04-10,2020-04-08,2020-04-25,USD,4970.27,2020-04-10,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.0912280701754384,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-24
